news_media,Tweet,Tweet_Date,Sentiment_Compound,Sentiment_Positive,Sentiment_Neutral,Sentiment_Negative,News_Media
,DEVELOPING: Two reportedly shot in Central Michigan University dormitory; police say suspect on the loose. https://t.co/HReCNERr2t https://t.co/T6V0BO3GCC,2018-03-02 15:35:26,-0.5423,0.0,0.769,0.231,@FoxNews
,"2 reportedly shot at Central Michigan University, gunman 'armed and dangerous' https://t.co/rFUaTddh3N",2018-03-02 15:34:47,-0.4767,0.0,0.763,0.237,@FoxNews
,"Ahead of the Oscars, pick up the original books that inspired some of the nominated films https://t.co/kgvOicZ5zH",2018-03-02 22:47:02,0.6705,0.268,0.732,0.0,@nytimes
,"“I’m going back to my Democrats"" -- one of numerous Trump voters in PA-18 who told me they regretted their choice &amp; support Conor Lamb in March 13 special election  https://t.co/7qj99mGw3m",2018-03-02 22:32:06,0.4215,0.15,0.778,0.072,@nytimes
,"The best TV shows and movies new to Netflix, Amazon and more in March https://t.co/36RvqLD2pZ",2018-03-02 22:17:06,0.7096,0.312,0.688,0.0,@nytimes
,The week's most notable new music https://t.co/MUbavbcHlO,2018-03-02 22:00:10,0.0,0.0,1.0,0.0,@nytimes
,"This casserole has just 4 ingredients — sausage, cabbage, butter and pepper https://t.co/eTVcp0Str7 https://t.co/76iKQGV2qh",2018-03-02 21:48:05,0.0,0.0,1.0,0.0,@nytimes
,Exclusive: Former E! producer said she was fired for letting Eva Longoria's defense of Catt Sadler air during Golden Globes https://t.co/lsqr1cfS5Z,2018-03-02 21:35:20,-0.4389,0.121,0.723,0.156,@nytimes
,"The Trump administration's decision to shrink Bears Ears National Monument was guided by the prospect of drilling for oil and gas, internal documents show https://t.co/RHNRLwVfZq",2018-03-02 21:25:06,0.296,0.084,0.916,0.0,@nytimes
,"People with dogs are often perceived to be more approachable, happier and more empathetic. Here's the week in good news. https://t.co/MzC9cSoLZv https://t.co/egxYky2edg",2018-03-02 21:10:05,0.8615,0.335,0.665,0.0,@nytimes
,"In a piece for @NYTStyles, Barbra Streisand explains why she cloned her dog https://t.co/WBzEUWepVc",2018-03-02 21:01:08,0.0,0.0,1.0,0.0,@nytimes
,"West Virginia's teachers are back at the Capitol, chanting ""We're not leaving."" Their statewide walkout is now in its seventh day. https://t.co/aJJhr9w9BO",2018-03-02 20:55:07,-0.3182,0.0,0.901,0.099,@nytimes
,Researchers are struggling to understand what causes “self-neglect” — and how to fix it https://t.co/oyPBOU5BLL,2018-03-02 20:40:07,-0.4215,0.0,0.823,0.177,@nytimes
,"Modern Love: ""I had assumed I was straight; I was just really, really bad at it."" https://t.co/TW7op2jumK",2018-03-02 20:25:03,0.2567,0.275,0.541,0.184,@nytimes
,"The EU vows to hit back at the heart of the U.S., slapping tariffs on classic American products, if Trump goes ahead with his proposed tariffs https://t.co/PxMziSI8nC",2018-03-02 20:10:10,0.0,0.0,1.0,0.0,@nytimes
,Quiz time! https://t.co/AnmfKie0Fe,2018-03-02 20:00:22,0.0,0.0,1.0,0.0,@nytimes
,Confused about what President Trump's tariffs on steel and aluminum will mean? Here's an overview. https://t.co/xYtsocqKoo,2018-03-02 19:50:04,-0.3182,0.0,0.867,0.133,@nytimes
,A sculpture titled “Casting Couch” appeared near the theater hosting the Academy Awards depicting a bathrobe-clad Harvey Weinstein. This is the first Oscars of the #MeToo era and may be one of the most unpredictable award shows ever. https://t.co/sO7QmVm7vd,2018-03-02 19:35:04,0.7769,0.162,0.838,0.0,@nytimes
,"The airstrikes have been unrelenting in a Damascus suburb and families have headed into basements and dank tunnels, with small cookstoves and warm clothes. Children, born into war, bring what they love: Their toys. https://t.co/7hqGACG85K",2018-03-02 19:20:11,0.296,0.149,0.756,0.095,@nytimes
,How much do you know about the Oscars? https://t.co/PSjAWnm0aK,2018-03-02 19:05:06,0.0,0.0,1.0,0.0,@nytimes
,"In @NYTopinion

Op-Ed columnist @NickKristof writes, ""Entering Myanmar on a tourist visa, I was able to slip undetected into 5 Rohingya villages. What I found was a slow-motion genocide.""  https://t.co/z4jg5PDFjo",2018-03-02 18:50:12,0.0,0.0,1.0,0.0,@nytimes
,At least 13 people were killed in simultaneous attacks on the military headquarters of Burkina Faso and the French Embassy in the nation’s capital https://t.co/iFMQg0OGLV,2018-03-02 18:35:04,-0.8126,0.0,0.757,0.243,@nytimes
,Who will win at this year's Oscars? @caraNYT makes her predictions. https://t.co/YeqdhVhFBW,2018-03-02 18:20:17,0.5859,0.257,0.743,0.0,@nytimes
,"These apps let users set their sexual boundaries before intimacy, then solidify them in a legal agreement. But is this really the future of consent? https://t.co/jLkK1IyUz3",2018-03-02 18:05:12,0.6808,0.231,0.769,0.0,@nytimes
,Delta Air Lines might scrap discounts for all politically contentious organizations after its removal of a discount for NRA members drew a swift retaliation from Georgia lawmakers https://t.co/Y367sysbiA,2018-03-02 17:50:09,-0.1027,0.064,0.857,0.079,@nytimes
,"This is the first Oscars of the #MeToo, Time's Up and #NeverAgain era and it could add up to one of the most unpredictable award shows ever https://t.co/VlYLf3zkmk",2018-03-02 17:35:05,0.5829,0.123,0.877,0.0,@nytimes
,"Aly Raisman has sued the U.S. Olympic Committee and USA Gymnastics, saying they should have prevented Larry Nassar from sexually abusing her and other athletes https://t.co/Z9EHdMCq8g",2018-03-02 17:20:18,-0.4404,0.039,0.854,0.107,@nytimes
,REI and Mountain Equipment are suspending orders for items like helmets and water bottles from Vista Outdoor because it also makes assault-style rifles https://t.co/DmtSCpY5Oq,2018-03-02 17:05:07,0.3612,0.098,0.902,0.0,@nytimes
,"A sprawling coastal storm began to batter the East Coast with snow, heavy wind and rain on Friday morning. Follow live updates: https://t.co/GcDEHnevmi",2018-03-02 16:52:50,0.0,0.0,1.0,0.0,@nytimes
,"For a while, President Trump resisted criticizing Alec Baldwin and ""Saturday Night Live."" Until today. https://t.co/dB7RHeUoQN",2018-03-02 16:35:04,-0.3612,0.0,0.848,0.152,@nytimes
,"Many Americans can buy a gun in less than an hour. In some countries, the process takes months. https://t.co/0b7ATRfTss",2018-03-02 16:20:08,-0.34,0.0,0.876,0.124,@nytimes
,Police officers swarmed Central Michigan University’s campus on Friday morning after reports of a shooting at a residence hall https://t.co/UWeAMrnIq7,2018-03-02 16:05:05,0.0,0.0,1.0,0.0,@nytimes
,"Nuns speak out in a Vatican magazine, telling of exploitation and subservience https://t.co/VjWXlMTqiD",2018-03-02 15:55:04,0.0,0.0,1.0,0.0,@nytimes
,"Prince Harry and Meghan Markle will invite 1,200 members of the public onto the grounds of Windsor Castle to celebrate their wedding day https://t.co/SOynuBfeZK",2018-03-02 15:45:10,0.6486,0.194,0.806,0.0,@nytimes
,"A prominent volleyball coach in Illinois is accused of sexually abusing and raping teenage athletes in the 1980s, according to a class-action lawsuit https://t.co/pXLHfkiRP0",2018-03-02 15:30:14,-0.8625,0.074,0.545,0.381,@nytimes
,"To legally buy a gun in some other countries, you'd have to do things like join a hunting club, take a training course, provide references, prove your mental fitness and let the police inspect your gun storage.
https://t.co/zVpaMtSW4P",2018-03-02 15:19:20,0.34,0.195,0.69,0.114,@nytimes
,"The EU, Germany, Canada and other nations have threatened retaliation against the United States after President Trump vowed to slap tariffs on steel and aluminum imports https://t.co/mljIk7WQWk",2018-03-02 15:14:03,0.1027,0.14,0.764,0.096,@nytimes
,Morning Briefing: Here's what you need to know to start your day https://t.co/S4PECdY2xM https://t.co/gZBoXmyIUf,2018-03-02 15:00:33,0.0,0.0,1.0,0.0,@nytimes
,"""Trade wars are good, and easy to win,"" President Trump tweeted https://t.co/6YPTxRI6xw",2018-03-02 14:45:09,0.296,0.315,0.489,0.196,@nytimes
,Steven Mnuchin blocked UCLA from releasing video of students heckling him https://t.co/U7zRJ50xr6,2018-03-02 14:29:08,-0.2732,0.0,0.84,0.16,@nytimes
,Read the books behind the Oscars https://t.co/R1EZdrD0OM,2018-03-02 14:15:05,0.0,0.0,1.0,0.0,@nytimes
,Everyone's got problems. Our new podcast tries to fix them. https://t.co/weUCyCCieW https://t.co/RErL0DFky2,2018-03-02 14:00:17,-0.4019,0.0,0.803,0.197,@nytimes
,Facebook lets ads bare a man's chest. A woman's back is another matter. https://t.co/TuZQuVfqY3,2018-03-02 13:45:02,0.0258,0.091,0.909,0.0,@nytimes
,"A is for Angel of the North.
B is for Bond... James Bond.
C is for cricket.
D is for the double-decker bus.
E is for English breakfast.
https://t.co/hvzKeuYiqT",2018-03-02 13:30:30,0.0,0.0,1.0,0.0,@nytimes
,"In Opinion

The editorial board writes, ""At this point, the right question to ask is why Jared Kushner still has any diplomatic role at all"" https://t.co/HKjSk0SzX9",2018-03-02 13:21:03,0.0,0.0,1.0,0.0,@nytimes
,"Stock markets declined broadly in Europe and Asia, following a sharp drop in the United States, after President Trump said he would impose strict tariffs on steel and aluminum imports https://t.co/5Np0Cts3hI",2018-03-02 13:11:05,-0.128,0.082,0.792,0.126,@nytimes
,Morning Briefing: Here's what you need to know to start your day https://t.co/2o93QPB54H https://t.co/bMi8KoUbKP,2018-03-02 13:00:30,0.0,0.0,1.0,0.0,@nytimes
,"""Well, the White House tours must be getting really interesting,"" Stephen Colbert said. Here's our late-night roundup: https://t.co/AnBQ3fDgS6",2018-03-02 12:46:10,0.0,0.0,1.0,0.0,@nytimes
,What to expect (and not expect) at the Oscars https://t.co/0Z2WA9k3yH,2018-03-02 12:31:02,0.0,0.0,1.0,0.0,@nytimes
,"""I don't think I can do anything to fix it."" Representative Tom Rooney, a Florida Republican, talks about the Russia investigation, gun control and his decision not to run for re-election. https://t.co/Wqe299QGGU",2018-03-02 12:16:08,-0.34,0.0,0.924,0.076,@nytimes
,"Aides noted that President Trump has told Jared Kushner and Ivanka Trump that they should keep serving in their roles, even as he has privately asked John Kelly for his help in moving them out https://t.co/HWI0Wg6KDj",2018-03-02 12:00:28,0.4019,0.072,0.928,0.0,@nytimes
,"Before the Industrial Revolution, there was a strong possibility that you might have married your cousin. Then in the late 19th century, something changed. https://t.co/7h45jnTktY",2018-03-02 11:46:05,0.5106,0.125,0.875,0.0,@nytimes
,Morning Briefing: Here's what you need to know to start your day https://t.co/LO2PbxyKbu https://t.co/llPZvpUP2n,2018-03-02 11:30:08,0.0,0.0,1.0,0.0,@nytimes
,"Law enforcement officials in Brazil have accused the director of Argentina’s intelligence agency of receiving $850,000 as part of a money-laundering scheme that involved front companies in several Brazilian cities https://t.co/qEE9kAoqxX",2018-03-02 11:16:05,0.2263,0.093,0.841,0.066,@nytimes
,"A Belarusian escort claims to have information about connections between Russian officials, Manafort and Trump — if only someone could get her out of Thai detention https://t.co/OoOMiJ1JCC",2018-03-02 11:00:04,-0.3612,0.0,0.906,0.094,@nytimes
,"""We ask you not to rewrite history,"" wrote a group of Poles who risked their lives to save Jews during World War II  https://t.co/mfa0BvGly3",2018-03-02 10:45:05,-0.3818,0.11,0.69,0.2,@nytimes
,Experts see a connection between Europe’s unusual cold snap and the Arctic warmth https://t.co/4icEtcpoSy,2018-03-02 10:29:05,0.4588,0.2,0.8,0.0,@nytimes
,“There is absolutely no logic in wrapping something as fleeting as food in something as indestructible as plastic” https://t.co/loSzExVghw,2018-03-02 10:16:04,-0.2247,0.076,0.806,0.118,@nytimes
,White House nepotism is only one element of Trump’s determination to install unqualified friends and political lackeys across the government https://t.co/mqjVTKYRlT,2018-03-02 10:00:26,0.7003,0.234,0.766,0.0,@nytimes
,"Steven Mnuchin blocked UCLA from releasing video of students heckling him, but snippets of the scene were shared on social media  https://t.co/YmahLB1m4B",2018-03-02 09:46:02,0.3716,0.126,0.811,0.063,@nytimes
,"As U.S. relations with Mexico deteriorate, Washington’s ambassador to the country said she was quitting https://t.co/Ypqc3fFnmm",2018-03-02 09:30:03,0.0,0.0,1.0,0.0,@nytimes
,"Prince William will make an official visit to Israel, ending what many Israelis saw as a royal snub https://t.co/i53r4ThKWM",2018-03-02 09:15:06,-0.4215,0.0,0.859,0.141,@nytimes
,"“We would consider any use of nuclear weapons against Russia or its allies to be a nuclear attack on our country,” Vladimir Putin said. “The response would be immediate.” https://t.co/KoBn02V6eq",2018-03-02 09:00:08,-0.7184,0.0,0.818,0.182,@nytimes
,"""I will never go to the Met. Am I calling for a boycott? No. But I myself will not go."" — Ai Weiwei https://t.co/zPdG0cE3Eh",2018-03-02 08:47:06,-0.5423,0.0,0.8,0.2,@nytimes
,"Nuns speak out in a Vatican magazine, telling of exploitation and subservience https://t.co/LcgC2ceGYD",2018-03-02 08:35:08,0.0,0.0,1.0,0.0,@nytimes
,"Carles Puigdemont, the former Catalan president, has given up his campaign to be reappointed to the office — ending months of standoff https://t.co/st3EeQsnOh",2018-03-02 08:20:07,0.0,0.0,1.0,0.0,@nytimes
,"White society is deeply implicated in the ghetto. White institutions created it, white institutions maintain it, and white society condones it. — The Kerner Commission, March 1, 1968 https://t.co/ROun4HPd4W https://t.co/4Nq4nmWTBI",2018-03-02 08:05:03,0.25,0.067,0.933,0.0,@nytimes
,Facebook lets ads bare a man’s chest. A woman’s back is another matter. https://t.co/nl2ytDJSeY,2018-03-02 07:47:02,0.0258,0.091,0.909,0.0,@nytimes
,"3 children rescued from Southern California property filled with trash and human feces, and no running water/electricity. 

https://t.co/g5mRLkCDTt",2018-03-02 07:32:03,0.1531,0.14,0.75,0.11,@nytimes
,"“I do, yes,” Jimmy Kimmel said unequivocally when Vanity Fair asked if he planned to address the #MeToo and Time’s Up movements while hosting the Oscars https://t.co/2xgzK8s1d4",2018-03-02 07:17:01,0.1027,0.079,0.856,0.065,@nytimes
,"In the run-up Europe’s next major vote, we look at how misinformation has spread in other recent elections https://t.co/2Cm1Y17ExF",2018-03-02 07:02:06,-0.3182,0.0,0.887,0.113,@nytimes
,"If Europe feels like the Arctic right now, the Arctic itself is balmy by comparison https://t.co/4OIFhKqeDQ",2018-03-02 06:47:09,0.3612,0.143,0.857,0.0,@nytimes
,Will Russia meddle in Italy’s election? It may not have to. https://t.co/Pb35vAEAdm,2018-03-02 06:32:02,0.0,0.0,1.0,0.0,@nytimes
,"Segregation is a problem throughout America, and it's not just in the south. ""Today the gap between poorer and richer American students in access to qualified teachers is among the highest in the world."" https://t.co/RepTqgnjwF https://t.co/MZqVzeGfAk",2018-03-02 06:17:03,-0.2023,0.084,0.788,0.128,@nytimes
,Who should win at the 2018 Oscars? There's still time to cast your ballot. https://t.co/b56rjkAVNk,2018-03-02 06:02:04,0.5859,0.213,0.787,0.0,@nytimes
,"Yes, prices could rise because of President Trump's steel and aluminum tariffs, but it’s bigger than that. Here’s a look at what's at stake. https://t.co/UrNwhIglfj",2018-03-02 05:47:04,0.2144,0.074,0.926,0.0,@nytimes
,Georgia lawmakers passed a bill that punishes Delta for distancing itself from the NRA. The airline is one of the state’s biggest employers. https://t.co/NfiKQMvlbc,2018-03-02 05:32:02,-0.4767,0.0,0.876,0.124,@nytimes
,do Facebook ads have different rules around women's bodies vs men's bodies? some advertisers say yes: https://t.co/YvbndGz2PV,2018-03-02 05:17:02,0.4019,0.144,0.856,0.0,@nytimes
,"The net worth of the richest members of China's legislature now totals $650 billion, a touch below Switzerland’s annual economic output https://t.co/MepJjHBNpY",2018-03-02 05:02:03,0.6486,0.218,0.782,0.0,@nytimes
,"Antiquated signals are the root of the subway's ills in NYC, but the Subway Action Plan invests a relatively modest amount in fixing them, just 15% of its budget https://t.co/UVEaR6Edr8",2018-03-02 04:47:05,0.0,0.0,1.0,0.0,@nytimes
,"Mary J. Blige's marriage was falling apart when she landed a role in “Mudbound.” She poured her pain into the performance, which landed her an Oscar nomination. https://t.co/L9Ni2L8nIg",2018-03-02 04:32:03,-0.5994,0.0,0.836,0.164,@nytimes
,"After being taunted with hissing and heckling at a UCLA lecture, Treasury Secretary Steven Mnuchin refused to let official video of the speech to be released https://t.co/vFiWhUC520",2018-03-02 04:21:03,-0.1027,0.064,0.857,0.079,@nytimes
,"Breaking News: An NRA lobbyist claimed President Trump had retreated from his embrace of gun control measures after a meeting the president called ""great""
https://t.co/3OAg8z8ox3",2018-03-02 04:10:05,-0.0258,0.086,0.824,0.09,@nytimes
,"""I will never go to the Met. Am I calling for a boycott? No. But I myself will not go."" — Ai Weiwei https://t.co/bYs9OwNRGE",2018-03-02 04:02:03,-0.5423,0.0,0.8,0.2,@nytimes
,"An investor group is buying most of the Weinstein Company's assets, saving it from declaring bankruptcy just days after the deal seemed dead https://t.co/530zUqqgGs",2018-03-02 03:47:10,-0.5574,0.061,0.786,0.154,@nytimes
,"If Jared Kushner’s awful performance inspires reforms in the hiring of federal appointees, it could be his only achievement achievement.https://t.co/e8bBT3kWVp",2018-03-02 03:32:07,-0.0258,0.121,0.753,0.126,@nytimes
,"If you were born between 1981 and 1996, the Pew Research Center said it will consider you a millennial https://t.co/yFtTpMxbrE",2018-03-02 03:17:04,0.0,0.0,1.0,0.0,@nytimes
,"Senator Mitch McConnell, the Republican leader, told reporters that he had no intention of bringing a gun measure to the Senate floor next week
https://t.co/kt3aIdmHqr",2018-03-02 03:02:04,-0.5574,0.0,0.827,0.173,@nytimes
,Trump is becoming engulfed by the chaos he creates every day as a show for his viewing pleasure https://t.co/nCvAPnd35Z?amp=1,2018-03-02 02:56:03,0.2732,0.237,0.612,0.151,@nytimes
,"As the White House strains under the same chaos that drives President Trump, disarray and confusion rule https://t.co/p1lIVATHrs",2018-03-02 02:47:03,-0.7964,0.0,0.649,0.351,@nytimes
,"The effects of the nor’easter, which could linger through Saturday or beyond, are expected to stretch as far south as Georgia and South Carolina, all the way north to Maine https://t.co/c0Fhir9GOL",2018-03-02 02:32:03,0.0,0.0,1.0,0.0,@nytimes
,"What you need to know about President Trump's new steel and aluminum tariffs. It's a tradesplainer! 

https://t.co/JCeNJSRMmy",2018-03-02 02:17:04,0.0,0.0,1.0,0.0,@nytimes
,Evening Briefing: Here's what you need to know at the end of the day https://t.co/oHpEKaCvBT,2018-03-02 02:02:04,0.0,0.0,1.0,0.0,@nytimes
,"Allene is 80 years old. Her husband passed away 7 years ago. Now she’s in love, and she wanted some help. https://t.co/tUGt8Oyqy4 https://t.co/PvuwspaRq1",2018-03-02 01:47:19,0.7845,0.257,0.743,0.0,@nytimes
,What to watch if you loved the best-picture Oscar nominees https://t.co/mZxkOk28nK,2018-03-02 01:32:08,0.5994,0.281,0.719,0.0,@nytimes
,Hope Hicks’s exit capped an improbable rise for a former fashion model and lacrosse star. The end came yesterday in a meeting with Trump in his private study off the Oval Office. https://t.co/5eP7S9qlsP,2018-03-02 01:17:06,0.4404,0.088,0.912,0.0,@nytimes
,"Ben Carson is attempting to cancel a $31,000 order for a dining set after the chairman of the House Oversight Committee announced an investigation into the refurbishment of his office https://t.co/qblkoiCZew",2018-03-02 01:02:02,-0.25,0.0,0.933,0.067,@nytimes
,"Yes, prices could rise because of President Trump's steel and aluminum tariffs, but it’s bigger than that. Here’s a look at what's at stake. https://t.co/IRZ1PhZYue",2018-03-02 00:47:02,0.2144,0.074,0.926,0.0,@nytimes
,"The ex-F.B.I. deputy director, long derided by President Trump, will be criticized in an internal inquiry over leaks about Hillary Clinton https://t.co/rdiv0xSk1h",2018-03-02 00:30:08,-0.5106,0.0,0.823,0.177,@nytimes
,"NEW: Andrew McCabe, the former FBI deputy director repeatedly called out by Trump, is going to be criticized in an IG report over leaks. But they were anti-Clinton https://t.co/CaWGgYsG2Z",2018-03-02 00:11:06,-0.3612,0.0,0.918,0.082,@nytimes
,"The U.S. ambassador to Mexico plans to resign, the latest in a string of senior diplomatic departures from the region https://t.co/J7yvIM8r2k",2018-03-02 00:02:04,-0.34,0.0,0.888,0.112,@nytimes
,Evening Briefing: Here's what you need to know at the end of the day https://t.co/IwXNZxfpeA,2018-03-01 23:47:06,0.0,0.0,1.0,0.0,@nytimes
